jlpt ,Vocab-expression,Vocab-kana,one (thing),Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana
JLPT2,高度,こうど,nations - countries,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,<b>高度</b>な技術を持つ人材を集めました。,<b>こうど</b> な ぎじゅつ を もつ じんざい を あつめました,Weve attracted highly-skilled personnel.,[sound:4b89efc41a678006fbdd100d7a8fea3a.mp3],,高度[こうど],<b> 高度[こうど]</b>な 技術[ぎじゅつ]を 持[も]つ 人材[じんざい]を 集[あつ]めました。
JLPT0,国々,くにぐに,gathering - assembly,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,そのマラソン大会にはたくさんの<b>国々</b>から選手が集まったよ。,その まらそん たいかい に は たくさん の <b>くにぐに</b> から せんしゅ が あつまった よ,A lot of athletes from many countries gathered for the marathon.,[sound:fd2803a38200a910e6dbb60a84471633.mp3],,国々[くにぐに],そのマラソン 大会[たいかい]にはたくさんの<b> 国々[くにぐに]</b>から 選手[せんしゅ]が 集[あつ]まったよ。
JLPT2,集まり,あつまり,various - diverse,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,雨で<b>集まり</b>が悪いですね。,あめ で <b>あつまり</b> が わるい です ね,Not many people are showing up because of the rain.,[sound:fea9d3f5c1fb95199bc8acc08d494aca.mp3],,集[あつ]まり,雨[あめ]で<b> 集[あつ]まり</b>が 悪[わる]いですね。
JLPT2,様々,さまざま,recruitment - collection,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,その都市には<b>様々</b>な人種が集まっているわ。,その とし に は <b>さまざま</b> な じんしゅ が あつまって いる わ,There are a lot of different ethnic groups in this city.,[sound:8faac9933149eb73dacc5180dd38595d.mp3],,様々[さまざま],その 都市[とし]には<b> 様々[さまざま]</b>な 人種[じんしゅ]が 集[あつ]まっているわ。
JLPT2,募集,ぼしゅう,move forward (in time) - expedite,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私の会社で社員を<b>募集</b>しています。,わたし の かいしゃ で しゃいん を <b>ぼしゅう</b> して います,My company is recruiting new staff.,[sound:09dfae0384d224d1cc58d8c74c182133.mp3],,募集[ぼしゅう],私[わたし]の 会社[かいしゃ]で 社員[しゃいん]を<b> 募集[ぼしゅう]</b>しています。
JLPT1,早める,はやめる,examination paper - answer,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,集合時間を30分<b>早めました</b>。,しゅうごうじかん を 30 ぷん <b>はやめました</b>,I pushed forward the meeting time by 30 minutes.,[sound:8a34d8ec687f45ab1a9a3b00591ccef5.mp3],,早[はや]める,集合時間[しゅうごうじかん]を30 分[ぷん]<b> 早[はや]めました</b>。
JLPT2,答案,とうあん,profit,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今から<b>答案</b>を集めます。,いま から <b>とうあん</b> を あつめます,Ill collect the answer sheets now.,[sound:8e32445565b162004321e281aac0dea3.mp3],,答案[とうあん],今[いま]から<b> 答案[とうあん]</b>を 集[あつ]めます。
JLPT1,採算,さいさん,marking - grading,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,コストがこんなに高くては<b>採算</b>が取れません。,こすと が こんなに たかくて は <b>さいさん</b> が とれません,When the costs are so high - profit cant be made.,[sound:36b34bfbc0cd55ee3c57c5c186e82b82.mp3],,採算[さいさん],コストがこんなに 高[たか]くては<b> 採算[さいさん]</b>が 取[と]れません。
JLPT2,採点,さいてん,gather - pick,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,先生は試験の<b>採点</b>が終わったようね。,せんせい は しけん の <b>さいてん</b> が おわった よう ね,It seems that the teacher has finished marking the examination.,[sound:345f9597cf7cbdb9638c069633df0bfe.mp3],,採点[さいてん],先生[せんせい]は 試験[しけん]の<b> 採点[さいてん]</b>が 終[お]わったようね。
JLPT2,採る,とる,supply - provision,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,この山ではきのこが<b>採れます</b>よ,この やま で は きのこ が <b>とれます</b> よ,You can collect mushrooms on this mountain.,[sound:0158be40d96de45fd09ae96c622c2ef0.mp3],,採[と]る,この 山[やま]ではきのこが<b> 採[と]れます</b>よ
JLPT2,供給,きょうきゅう,monthly salary,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼の会社は電力を<b>供給</b>しています。,かれ の かいしゃ は でんりょく を <b>きょうきゅう</b> して います,His company supplies electricity.,[sound:6be4c379d68faa81e2efc5e2e1795613.mp3],,供給[きょうきゅう],彼[かれ]の 会社[かいしゃ]は 電力[でんりょく]を<b> 供給[きょうきゅう]</b>しています。
JLPT2,月給,げっきゅう,hourly wage,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>月給</b>は毎月25日に支給されます。,<b>げっきゅう</b> は まいつき にじゅうごにち に しきゅう されます,The salary is paid on the 25th of every month.,[sound:f9ec1f254a8b683e6dff79b7130d2036.mp3],,月給[げっきゅう],<b> 月給[げっきゅう]</b>は 毎月25日[まいつき にじゅうごにち]に 支給[しきゅう]されます。
JLPT0,時給,じきゅう,the year before last,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この仕事は<b>時給</b>1000円です。,この しごと は <b>じきゅう</b> せんえん です,This work pays 1000 yen per hour.,[sound:d20f998488e82f222da6a2ac8350455f.mp3],,時給[じきゅう],この 仕事[しごと]は<b> 時給[じきゅう]</b> 1000円[せんえん]です。
JLPT2,一昨年,いっさくねん,hope - prospect,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,大学卒業は<b>一昨年</b>です。,だいがく そつぎょう は <b>いっさくねん</b> です,I graduated from university two years ago.,[sound:c12ea32e63273b22b0c10191effbdd9d.mp3],,一昨年[いっさくねん],大学卒業[だいがく そつぎょう]は<b> 一昨年[いっさくねん]</b>です。
JLPT1,見込み,みこみ,thesis - paper,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,3月に大学を卒業の<b>見込み</b>です。,3 がつ に だいがく を そつぎょう の <b>みこみ</b> です,I expect to graduate from university in March.,[sound:cd665bcfe0c4b7c3c86b6b6a88809a32.mp3],,見込[みこ]み,3 月[がつ]に 大学[だいがく]を 卒業[そつぎょう]の<b> 見込[みこ]み</b>です。
JLPT2,論文,ろんぶん,junior college,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>論文</b>を仕上げないと卒業できませんよ。,<b>ろんぶん</b> を しあげない と そつぎょう できません よ,You cant graduate if you dont finish your thesis.,[sound:d860d68c65efd125289eab4a0fbd59d8.mp3],,論文[ろんぶん],<b> 論文[ろんぶん]</b>を 仕上[しあ]げないと 卒業[そつぎょう]できませんよ。
JLPT1,短大,たんだい,bunch of flowers,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,妹は<b>短大</b>を卒業しました。,いもうと は <b>たんだい</b> を そつぎょう しました,My little sister graduated from junior college.,[sound:bdae38e2296904acb13c97593ceedead.mp3],,短大[たんだい],妹[いもうと]は<b> 短大[たんだい]</b>を 卒業[そつぎょう]しました。
JLPT0,花束,はなたば,inauguration - appointment,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,卒業式に<b>花束</b>をもらいました。,そつぎょうしき に <b>はなたば</b> を もらいました,I got a bouquet of flowers at my graduation ceremony.,[sound:9c5dc6db31b0ac8f7561c8d75817066e.mp3],,花束[はなたば],卒業式[そつぎょうしき]に<b> 花束[はなたば]</b>をもらいました。
JLPT2,就任,しゅうにん,set about a task - enter upon,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼は新首相に<b>就任</b>しましたね。,かれ は しんしゅしょう に <b>しゅうにん</b> しました ね,He assumed his post as the new Prime Minister.,[sound:cc4b0aa6170ba67c0f9839a46c1b1dd3.mp3],,就任[しゅうにん],彼[かれ]は 新首相[しんしゅしょう]に<b> 就任[しゅうにん]</b>しましたね。
JLPT2,就く,つく,staff - employee,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,今年から新しい仕事に<b>就きます</b>。,ことし から あたらしい しごと に <b>つきます</b>,Ill start a new job this year.,[sound:5f7646b3938c2e07b5b07c7b94085253.mp3],,就[つ]く,今年[ことし]から 新[あたら]しい 仕事[しごと]に<b> 就[つ]きます</b>。
JLPT1,職員,しょくいん,occupation - vocation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,ここは<b>職員</b>専用の出入り口です。,ここ は <b>しょくいん</b> せんよう の でいりぐち です,This is an entrance for staff only.,[sound:848339e224b08e8bd8d3629a18381e8a.mp3],,職員[しょくいん],ここは<b> 職員[しょくいん]</b> 専用[せんよう]の 出入[でい]り 口[ぐち]です。
JLPT2,職業,しょくぎょう,private railway,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,あなたの<b>職業</b>を教えてください。,あなた の <b>しょくぎょう</b> を おしえて ください,Please tell me your occupation.,[sound:45fe1ea039154b133c1a15dca6db8c3f.mp3],,職業[しょくぎょう],あなたの<b> 職業[しょくぎょう]</b>を 教[おし]えてください。
JLPT2,私鉄,してつ,name - reputation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私は<b>私鉄</b>の職員です。,わたし は <b>してつ</b> の しょくいん です,Im an employee of a private railway company.,[sound:f5320efcd9f18e67ea2f58f85bcc51de.mp3],,私鉄[してつ],私[わたし]は<b> 私鉄[してつ]</b>の 職員[しょくいん]です。
JLPT2,名,な,in the metropolitan area of Tokyo,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は<b>名</b>の通った会社に就職しました。,かれ は <b>な</b> の とおった かいしゃ に しゅうしょく しました,He found employment in a well-known company.,[sound:09a3731f98b2807a0325e52ed73ec791.mp3],,名[な],彼[かれ]は<b> 名[な]</b>の 通[とお]った 会社[かいしゃ]に 就職[しゅうしょく]しました。
JLPT0,都内,とない,advantageous - profitable,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼の職場は<b>都内</b>にあります。,かれ の しょくば は <b>とない</b> に あります,His office is in the Tokyo metropolitan area.,[sound:476aeb04c30e2c5bc232eeb0378b9a67.mp3],,都内[とない],彼[かれ]の 職場[しょくば]は<b> 都内[とない]</b>にあります。
JLPT2,有利,ゆうり,metropolis of Tokyo,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,資格があると就職に<b>有利</b>です。,しかく が ある と しゅうしょく に <b>ゆうり</b> です,Its advantageous to have qualifications when looking for work.,[sound:c42bd0b1eaf26d73381d78001f221776.mp3],,有利[ゆうり],資格[しかく]があると 就職[しゅうしょく]に<b> 有利[ゆうり]</b>です。
JLPT2,都,と,unequal - unfair,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女は<b>都</b>の職員です。,かのじょ は <b>と</b> の しょくいん です,Shes an official of the metropolitan government.,[sound:0754b056bbc42948090e318592a56f6c.mp3],,都[と],彼女[かのじょ]は<b> 都[と]</b>の 職員[しょくいん]です。
JLPT0,不平等,ふびょうどう,retirement - resignation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,職場での男女<b>不平等</b>はよく見られるね。,しょくば で の だんじょ <b>ふびょうどう</b> は よく みられる ね,You can often find gender inequality in the workplace.,[sound:e5b874c3446088e5309dbbf7afc88d15.mp3],,不平等[ふびょうどう],職場[しょくば]での 男女[だんじょ]<b> 不平等[ふびょうどう]</b>はよく 見[み]られるね。
JLPT1,退職,たいしょく,withdrawal from school,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私は今月一杯で<b>退職</b>します。,わたし は こんげつ いっぱい で <b>たいしょく</b> します,I retire at the end of this month.,[sound:098a83e4b7a19e9cc1b0336fcc2ec2d5.mp3],,退職[たいしょく],私[わたし]は 今月一杯[こんげつ いっぱい]で<b> 退職[たいしょく]</b>します。
JLPT1,退学,たいがく,early departure,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,弟は高校を<b>退学</b>しました。,おとうと は こうこう を <b>たいがく</b> しました,My little brother withdrew from high school.,[sound:0965db0726de4691160b5530db4cef46.mp3],,退学[たいがく],弟[おとうと]は 高校[こうこう]を<b> 退学[たいがく]</b>しました。
JLPT0,早退,そうたい,reason - logic,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,具合が悪かったので仕事を<b>早退</b>しました。,ぐあい が わるかった の で しごと を <b>そうたい</b> しました,I left work earlier than usual because I was unwell.,[sound:0fa2fb88dcc14214adbb8fed5e7ed8dc.mp3],,早退[そうたい],具合[ぐあい]が 悪[わる]かったので 仕事[しごと]を<b> 早退[そうたい]</b>しました。
JLPT1,理屈,りくつ,boring - tedious,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼には<b>理屈</b>が通じない。,かれ に は <b>りくつ</b> が つうじない,He doesnt understand logics.,[sound:c30290f4dd480f9279f448d45d47a591.mp3],,理屈[りくつ],彼[かれ]には<b> 理屈[りくつ]</b>が 通[つう]じない。
JLPT2,退屈,たいくつ,formation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,校長の<b>退屈</b>な話が続いたんだよ。,こうちょう の <b>たいくつ</b> な はなし が つづいた ん だ よ,The principals boring talk carried on.,[sound:788520562060ec173874703fc30fbb05.mp3],,退屈[たいくつ],校長[こうちょう]の<b> 退屈[たいくつ]</b>な 話[はなし]が 続[つづ]いたんだよ。
JLPT2,成立,せいりつ,employment,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,あの会社との契約が<b>成立</b>しました。,あの かいしゃ と の けいやく が <b>せいりつ</b> しました,We concluded a contract with that company.,[sound:859ff351e1cbdf35a7ddfc22a0b1016c.mp3],,成立[せいりつ],あの 会社[かいしゃ]との 契約[けいやく]が<b> 成立[せいりつ]</b>しました。
JLPT0,雇用,こよう,oneself,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼はその会社と<b>雇用</b>契約を結んだの。,かれ は その かいしゃ と <b>こよう</b> けいやく を むすんだ の,He signed a contract of employment with the company.,[sound:50a0851b0b9bff457db3d7eae3d92667.mp3],,雇用[こよう],彼[かれ]はその 会社[かいしゃ]と<b> 雇用[こよう]</b> 契約[けいやく]を 結[むす]んだの。
JLPT2,自ら,みずから,assumption - premise,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,社長<b>自ら</b>がその会社と交渉したよ。,しゃちょう <b>みずから</b> が その かいしゃ と こうしょう した よ,The president himself negotiated with the company.,[sound:6c33b743461b7e337073332968ad7798.mp3],,自[みずか]ら,社長[しゃちょう]<b> 自[みずか]ら</b>がその 会社[かいしゃ]と 交渉[こうしょう]したよ。
JLPT1,前提,ぜんてい,treaty,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,交渉が成立するという<b>前提</b>で話を進めます。,こうしょう が せいりつ する と いう <b>ぜんてい</b> で はなし を すすめます,Were proceeding with talks under the assumption well complete the deal.,[sound:954f919305e8a8a90e43342763d3a0a4.mp3],,前提[ぜんてい],交渉[こうしょう]が 成立[せいりつ]するという<b> 前提[ぜんてい]</b>で 話[はなし]を 進[すす]めます。
